HouseID,PersonID,Age,Education,Gender,OnlineOrders,PhysicalActivity,DistanceToWork,TimeToWork,Area,Urban,AnnualMiles,HybridDriver
30198521,2,31,High School Graduate,Female,4,Light,16.5,30,LAOC,Suburban,8000,No
30199224,1,60,Some College,Female,2,Light,61.36,75,IE,Urban,30000,No
30199713,2,62,Graduate or Professional Degree,Male,0,None,12.73,30,LAOC,Suburban,15000,No
30200268,1,55,Bachelor Degree,Male,0,Light,3.17,10,LAOC,Urban,12000,No
30201132,2,46,Some College,Male,0,Light,12.08,20,IE,Suburban,30000,No
30201717,1,41,Graduate or Professional Degree,Male,1,None,41.76,70,LAOC,Urban,25000,No
30203115,2,71,Graduate or Professional Degree,Male,5,None,29.54,60,LAOC,Suburban,20000,No
30204269,2,54,Some College,Female,5,Light,7.89,40,LAOC,Urban,12000,No
30204269,3,34,Graduate or Professional Degree,Female,3,Vigorous,14.11,70,LAOC,Urban,14000,No
30204576,1,48,Some College,Male,0,Light,20.9,30,IE,Urban,28000,No
30205740,1,54,Bachelor Degree,Female,2,Light,18.22,75,LAOC,Urban,15000,No
30206012,1,64,Bachelor Degree,Female,4,Vigorous,16.41,30,IE,Urban,12000,No
30206012,2,57,Some College,Female,10,Light,36.4,70,IE,Urban,16000,No
30208269,2,30,High School Graduate,Female,4,Vigorous,13.43,20,LAOC,Urban,15000,No
30212388,1,61,Bachelor Degree,Male,2,Light,43.78,120,LAOC,Urban,28000,No
30212698,1,25,Bachelor Degree,Female,5,Light,2.52,15,LAOC,Urban,10000,No
30215647,1,76,Some College,Female,3,Light,18.04,60,LAOC,Urban,10000,No
30216995,1,38,Graduate or Professional Degree,Male,3,None,40.63,70,LAOC,Small Town/Rural,30000,No
30217402,1,47,Graduate or Professional Degree,Male,3,Light,1.19,5,LAOC,Suburban,15000,No
30220295,5,45,Bachelor Degree,Male,0,Light,4.19,15,LAOC,Urban,20000,No
30222547,1,56,Graduate or Professional Degree,Female,0,Light,5.61,20,LAOC,Urban,16000,No
30222657,2,65,Some College,Male,1,Vigorous,26.91,45,LAOC,Suburban,4000,No
30224859,2,54,Some College,Male,2,Light,12.26,20,LAOC,Suburban,5200,No
30225794,2,66,Graduate or Professional Degree,Male,0,Light,5.64,25,LAOC,Urban,9000,No
30226309,1,60,Bachelor Degree,Male,2,Light,21.18,55,LAOC,Urban,12000,Yes
30226416,2,42,High School Graduate,Female,25,Light,12.21,30,IE,Suburban,12800,No
30226416,3,26,High School Graduate,Male,40,None,12.21,30,IE,Suburban,14900,No
30226953,1,50,Bachelor Degree,Male,5,Light,20.86,25,LAOC,Urban,12000,No
30229058,1,59,Graduate or Professional Degree,Male,2,Vigorous,2.93,15,LAOC,Urban,4000,No
30229628,1,42,Some College,Male,2,Vigorous,71.8,130,IE,Urban,30000,No
30229802,1,52,Some College,Male,0,Light,11.11,15,IE,Urban,35000,No
30230014,1,35,Some College,Male,2,Light,30.26,60,LAOC,Suburban,14000,No
30230014,2,33,Graduate or Professional Degree,Female,2,Light,34.88,105,LAOC,Suburban,17000,Yes
30230253,1,69,Bachelor Degree,Male,2,Vigorous,2.85,10,LAOC,Suburban,8500,No
30232318,1,36,Graduate or Professional Degree,Female,2,Vigorous,8.25,25,LAOC,Urban,8000,No
30232318,2,42,Bachelor Degree,Male,3,Vigorous,30.88,55,LAOC,Urban,30000,No
30234011,1,53,Graduate or Professional Degree,Male,4,Light,2.7,5,LAOC,Suburban,16000,No
30234948,1,34,Graduate or Professional Degree,Male,3,Light,49.58,65,LAOC,Urban,28000,Yes
30235422,2,37,Some College,Male,20,Light,9.73,20,LAOC,Urban,7000,No
30237197,1,45,Bachelor Degree,Female,4,None,24.82,30,IE,Urban,20000,No
30237839,1,42,Graduate or Professional Degree,Female,10,Light,0.62,5,LAOC,Suburban,20000,No
30237839,2,45,Some College,Male,5,Light,43.67,50,LAOC,Suburban,12000,No
30237884,1,49,Bachelor Degree,Female,0,Light,17.32,45,LAOC,Urban,10000,No
30238527,1,65,Bachelor Degree,Female,5,Vigorous,10.02,40,LAOC,Urban,12000,No
30239775,2,61,High School Graduate,Female,0,Light,9.53,20,IE,Urban,20000,No
30240171,1,33,High School Graduate,Male,2,Light,25.14,40,IE,Urban,40000,No
30241275,1,51,Some College,Female,0,Light,53.75,90,IE,Urban,20000,No
30242163,1,31,Some College,Female,1,Light,25.57,35,LAOC,Small Town/Rural,20000,No
30242163,2,32,Some College,Male,1,Light,47.1,60,LAOC,Small Town/Rural,28000,Yes
30242672,3,23,High School Graduate,Male,1,Vigorous,14,30,LAOC,Urban,7000,No
30243307,1,70,Some College,Male,1,Vigorous,9.48,15,LAOC,Suburban,5000,No
30243825,1,29,Bachelor Degree,Male,4,Vigorous,19.93,20,LAOC,Urban,16000,No
30244338,1,33,Some College,Female,3,Light,0.49,5,LAOC,Urban,5000,No
30246587,1,31,Graduate or Professional Degree,Female,3,Light,7.34,15,IE,Urban,20000,Yes
30246587,2,45,High School Graduate,Male,0,Light,77.29,90,IE,Urban,40000,No
30248734,3,39,Bachelor Degree,Female,4,Vigorous,5.69,40,LAOC,Suburban,12000,No
30251598,2,31,Graduate or Professional Degree,Female,10,Light,22.05,45,LAOC,Urban,15000,No
30252361,1,35,Some College,Female,4,Vigorous,2.73,10,LAOC,Urban,2190,No
30255499,1,57,Graduate or Professional Degree,Male,0,Light,26.61,45,LAOC,Urban,16000,Yes
30255520,1,45,Some College,Female,0,Light,4.52,10,IE,Urban,11000,No
30256218,1,59,Graduate or Professional Degree,Female,1,Light,4.59,20,LAOC,Urban,5000,No
30256218,2,27,Bachelor Degree,Female,1,Light,14.48,30,LAOC,Urban,8000,No
30256563,1,64,Bachelor Degree,Female,0,Light,17.02,50,LAOC,Suburban,9000,No
30257126,1,46,Graduate or Professional Degree,Female,10,Vigorous,17.6,45,LAOC,Suburban,10000,No
30257126,2,47,Some College,Female,1,Light,17.6,45,LAOC,Suburban,8000,No
30258061,1,61,Bachelor Degree,Male,0,Light,6.59,15,IE,Small Town/Rural,12000,No
30258669,1,57,Some College,Male,1,Light,6.14,15,LAOC,Urban,10000,No
30261215,2,55,Bachelor Degree,Female,0,Light,21.68,30,LAOC,Urban,20000,No
30261854,2,70,Bachelor Degree,Female,5,Vigorous,19.42,60,LAOC,Suburban,12000,No
30262955,2,51,Some College,Male,0,Vigorous,20.16,45,LAOC,Urban,10000,No
30265251,1,58,Some College,Female,0,Light,1.36,10,LAOC,Urban,15000,No
30267431,1,54,Some College,Female,2,Light,13.57,35,LAOC,Urban,8000,No
30267983,1,34,Some College,Male,4,Vigorous,49.53,50,IE,Urban,30000,No
30268037,2,59,Some College,Male,3,Light,35.65,45,IE,Urban,14000,No
30268343,1,39,Some College,Male,5,Light,21.63,35,IE,Suburban,12400,No
30270811,1,46,Graduate or Professional Degree,Female,1,Vigorous,15.75,30,LAOC,Urban,18000,No
30270811,2,47,Graduate or Professional Degree,Male,2,Vigorous,30.81,40,LAOC,Urban,18000,No
30272619,1,47,Less than High School,Female,0,Light,5.19,25,LAOC,Urban,10000,No
30272985,2,37,High School Graduate,Female,1,Vigorous,19.41,20,LAOC,Urban,12000,No
30274604,1,38,Graduate or Professional Degree,Male,0,None,30.16,35,LAOC,Urban,11000,No
30274604,2,35,Bachelor Degree,Female,15,None,7.46,40,LAOC,Urban,17000,No
30275012,1,27,Graduate or Professional Degree,Male,2,Light,0.93,5,LAOC,Urban,5000,No
30275012,2,28,Graduate or Professional Degree,Female,3,Light,1,5,LAOC,Urban,5000,No
30275648,1,65,Graduate or Professional Degree,Male,2,Light,6.42,15,LAOC,Suburban,7500,No
30277365,3,49,Bachelor Degree,Male,1,Light,13.85,35,LAOC,Urban,10000,No
30277791,1,63,Bachelor Degree,Male,10,Light,10.39,30,LAOC,Urban,15000,No
30278298,1,53,Graduate or Professional Degree,Female,15,Vigorous,55.82,60,LAOC,Suburban,9500,No
30278900,2,55,Some College,Male,0,Vigorous,3.91,15,IE,Urban,7000,No
30279604,2,61,High School Graduate,Female,4,Light,19.6,30,LAOC,Urban,12000,Yes
30281855,1,25,Bachelor Degree,Male,10,Light,24.41,60,IE,Urban,10000,No
30281855,2,40,Some College,Female,0,Light,23.33,50,IE,Urban,15000,No
30282309,1,41,Bachelor Degree,Female,0,Vigorous,1.05,5,LAOC,Urban,12000,No
30282309,2,62,Bachelor Degree,Male,0,Light,17.76,60,LAOC,Urban,15000,No
30282309,3,59,Graduate or Professional Degree,Female,3,Light,3.24,10,LAOC,Urban,12000,No
30282309,5,27,Bachelor Degree,Male,0,None,13.84,45,LAOC,Urban,12000,No
30285228,1,71,Some College,Male,0,Light,28.8,35,IE,Urban,25000,No
30285565,2,52,Graduate or Professional Degree,Female,4,Vigorous,4.63,20,LAOC,Urban,3500,No
30286093,1,45,Graduate or Professional Degree,Male,5,Vigorous,33.22,70,LAOC,Urban,20000,No
30286093,2,40,Bachelor Degree,Female,5,Light,3.24,5,LAOC,Urban,8000,No
30286136,1,50,Bachelor Degree,Male,1,Vigorous,38.75,45,LAOC,Urban,25000,No
30286136,2,52,Graduate or Professional Degree,Female,10,Vigorous,19.11,25,LAOC,Urban,14000,No
30287616,1,40,Bachelor Degree,Male,2,Light,11.65,20,LAOC,Urban,12000,No
30288546,2,52,Bachelor Degree,Male,0,Light,5.43,15,LAOC,Suburban,5000,No
30291170,2,58,Some College,Male,0,Vigorous,18.34,20,IE,Urban,10000,No
30292448,2,57,Graduate or Professional Degree,Female,4,Light,18.23,45,LAOC,Suburban,15000,No
30292926,1,40,Graduate or Professional Degree,Male,4,Vigorous,16.32,25,LAOC,Urban,6000,No
30293066,1,65,Graduate or Professional Degree,Male,0,Light,13.11,15,IE,Small Town/Rural,17000,No
30293066,2,63,Graduate or Professional Degree,Female,5,Light,13.11,15,IE,Small Town/Rural,5000,No
30293418,2,48,Bachelor Degree,Male,0,Light,6.73,25,LAOC,Urban,3500,No
30294609,2,32,Bachelor Degree,Male,15,Vigorous,32.32,55,LAOC,Suburban,20000,No
30294699,1,55,Some College,Male,1,None,58.72,105,LAOC,Suburban,3000,No
30296970,1,40,Graduate or Professional Degree,Female,2,Vigorous,19.59,35,LAOC,Urban,12000,No
30296970,2,40,Graduate or Professional Degree,Female,1,None,6.89,30,LAOC,Urban,7000,No
30297228,3,25,Some College,Male,2,Vigorous,2,10,LAOC,Suburban,8000,No
30298743,1,53,Graduate or Professional Degree,Male,5,Vigorous,30.65,40,LAOC,Urban,30000,Yes
30298743,2,50,Graduate or Professional Degree,Female,0,Vigorous,30.61,40,LAOC,Urban,1250,No
30300630,1,38,Some College,Female,5,Light,5.15,20,LAOC,Urban,12000,No
30303702,1,32,Bachelor Degree,Male,2,Vigorous,6.71,20,LAOC,Suburban,14000,No
30303702,2,30,Graduate or Professional Degree,Male,5,Vigorous,45.15,60,LAOC,Suburban,19000,No
30304254,1,47,Graduate or Professional Degree,Female,0,Light,7.06,15,LAOC,Urban,12000,Yes
30304254,2,49,Bachelor Degree,Male,2,Vigorous,7.7,20,LAOC,Urban,10000,No
30305901,2,67,Some College,Male,0,Vigorous,9.36,35,LAOC,Urban,14000,No
30305958,1,36,Bachelor Degree,Male,3,Vigorous,18.76,30,LAOC,Urban,25000,No
30306054,1,36,Bachelor Degree,Male,2,Light,12.22,20,LAOC,Urban,16500,No
30306187,2,46,Some College,Male,10,Light,7.91,30,LAOC,Urban,18000,Yes
30306576,1,60,Some College,Female,3,Light,19.68,60,LAOC,Urban,12222,No
30308030,1,46,Graduate or Professional Degree,Male,20,Light,36.35,60,LAOC,Urban,45000,Yes
30308030,2,44,Bachelor Degree,Female,5,Vigorous,14.65,30,LAOC,Urban,15000,No
30308162,2,59,Some College,Female,0,None,1.15,10,LAOC,Urban,3000,No
30309010,2,33,Bachelor Degree,Male,5,Vigorous,19.9,90,LAOC,Urban,18000,No
30309710,1,29,Bachelor Degree,Female,4,Light,2.09,10,LAOC,Urban,1000,No
30310458,1,45,Some College,Female,5,Light,22.73,40,IE,Urban,20000,No
30310458,2,54,Some College,Male,0,Light,16.18,30,IE,Urban,20000,No
30310655,1,63,Bachelor Degree,Male,0,Light,2.9,5,IE,Urban,12000,No
30310655,2,65,Bachelor Degree,Female,2,Light,2.9,5,IE,Urban,9000,No
30310895,1,36,Some College,Female,10,Vigorous,3.36,15,LAOC,Urban,15000,No
30311649,2,59,Some College,Female,0,Light,11.06,20,LAOC,Suburban,19000,No
30311731,1,56,High School Graduate,Male,0,Light,2.56,10,LAOC,Urban,10000,No
30311900,2,68,Some College,Female,0,Vigorous,0.94,10,LAOC,Suburban,2100,No
30312271,1,65,Some College,Female,0,Light,11.47,25,LAOC,Urban,12500,No
30313898,1,61,Some College,Female,3,Vigorous,15.73,25,IE,Urban,15000,No
30314795,1,45,Graduate or Professional Degree,Female,10,Light,20.14,50,LAOC,Urban,18000,No
30315821,1,39,Some College,Female,0,Light,0.26,5,LAOC,Suburban,10000,No
30315974,1,55,Bachelor Degree,Male,3,Vigorous,25.51,50,LAOC,Urban,15000,No
30316130,4,33,Bachelor Degree,Female,1,Light,5.96,20,LAOC,Urban,11000,No
30317439,1,42,Some College,Male,2,Light,9.58,30,IE,Urban,36000,No
30318092,1,60,Some College,Male,0,Light,6.97,15,LAOC,Urban,6000,Yes
30318092,2,57,Some College,Female,1,None,12.97,20,LAOC,Urban,11000,Yes
30318475,1,37,Bachelor Degree,Female,0,Light,28.3,70,LAOC,Urban,20000,Yes
30318552,3,20,Some College,Female,3,Vigorous,4.89,15,LAOC,Suburban,14000,No
30318841,1,34,Bachelor Degree,Male,15,Light,22.07,45,LAOC,Urban,14000,No
30319531,2,63,Some College,Female,0,Light,11.45,20,LAOC,Urban,10000,No
30319976,1,37,Some College,Female,10,Vigorous,2.55,10,IE,Suburban,8000,No
30319976,2,42,Some College,Male,2,Vigorous,25.08,60,IE,Suburban,20000,No
30320175,1,52,Bachelor Degree,Male,1,None,13.31,25,LAOC,Suburban,15000,No
30320175,2,44,Graduate or Professional Degree,Male,10,Vigorous,2.94,10,LAOC,Suburban,10000,No
30321247,1,46,Bachelor Degree,Male,0,None,17.51,30,LAOC,Urban,15000,No
30322351,1,48,Some College,Female,0,Light,1.64,5,IE,Urban,11000,No
30322586,1,26,Bachelor Degree,Male,0,Vigorous,3.32,10,LAOC,Urban,21000,No
30322814,1,47,Bachelor Degree,Female,1,Light,28.18,45,LAOC,Urban,17000,No
30322983,1,40,Graduate or Professional Degree,Male,10,Vigorous,25.92,30,LAOC,Suburban,10000,No
30324075,1,40,Graduate or Professional Degree,Female,10,Light,15.26,30,LAOC,Urban,10000,No
30324075,2,42,Graduate or Professional Degree,Male,10,Light,14.28,25,LAOC,Urban,10500,No
30324205,1,60,Some College,Male,1,Vigorous,18.53,25,LAOC,Urban,55000,No
30324855,1,70,Some College,Male,0,Light,11.84,35,LAOC,Urban,10000,No
30327660,1,28,Bachelor Degree,Male,3,Light,8.97,30,LAOC,Urban,12000,No
30327660,2,28,Bachelor Degree,Female,1,Light,1.58,10,LAOC,Urban,7000,No
30327867,1,59,Some College,Male,0,Light,19.82,25,LAOC,Suburban,11000,No
30328369,1,53,Bachelor Degree,Female,20,Light,12.98,35,LAOC,Urban,20000,Yes
30328369,2,54,Some College,Male,0,None,43.49,75,LAOC,Urban,25000,Yes
30333225,1,72,Graduate or Professional Degree,Male,2,Light,6.79,20,LAOC,Urban,13000,No
30335255,1,66,Graduate or Professional Degree,Male,0,Light,21.02,35,IE,Small Town/Rural,40000,No
30335255,2,64,Bachelor Degree,Female,0,None,21.02,35,IE,Small Town/Rural,10000,No
30335530,1,38,Graduate or Professional Degree,Female,5,None,15.24,50,LAOC,Urban,11000,No
30335530,2,40,Bachelor Degree,Male,10,Light,5.16,15,LAOC,Urban,12000,No
30336341,1,36,Bachelor Degree,Male,2,Vigorous,5.67,15,LAOC,Urban,13000,No
30336571,2,56,High School Graduate,Female,5,Light,7.17,30,LAOC,Urban,8000,No
30338221,1,67,Graduate or Professional Degree,Male,0,Light,20.81,40,LAOC,Urban,20000,No
30338805,1,58,Bachelor Degree,Male,1,Vigorous,5.05,10,LAOC,Suburban,26000,No
30339321,2,24,Bachelor Degree,Male,2,Vigorous,16.48,50,LAOC,Urban,12000,No
30339691,1,44,Graduate or Professional Degree,Male,10,Vigorous,20.73,40,LAOC,Suburban,16000,No
30340211,1,54,Graduate or Professional Degree,Male,1,Light,7.93,20,LAOC,Urban,8000,No
30341588,1,62,Some College,Female,2,Vigorous,2.67,10,LAOC,Urban,25000,No
30342569,1,21,Some College,Male,10,Vigorous,34.64,30,LAOC,Urban,20000,No
30342569,2,20,Some College,Female,10,Vigorous,1.94,15,LAOC,Urban,15000,No
30342724,1,53,Some College,Female,1,Light,34.34,60,IE,Urban,5000,No
30342804,1,28,Some College,Female,5,None,6.55,20,LAOC,Urban,8000,No
30342804,2,32,Some College,Male,1,Light,2.02,10,LAOC,Urban,4500,No
30343028,1,56,Bachelor Degree,Male,2,Vigorous,10.33,25,LAOC,Urban,8000,No
30343028,2,53,Graduate or Professional Degree,Female,0,None,13.07,25,LAOC,Urban,8000,No
30343482,1,59,High School Graduate,Male,0,Vigorous,8.84,20,IE,Suburban,54720,No
30346956,3,27,Bachelor Degree,Male,3,Vigorous,20.42,30,LAOC,Urban,15000,No
30346956,5,21,High School Graduate,Male,10,Vigorous,5.21,25,LAOC,Urban,15000,No
30346956,7,47,Less than High School,Female,0,None,3.5,15,LAOC,Urban,60000,No
30346956,8,18,High School Graduate,Female,0,None,16.28,65,LAOC,Urban,5000,No
30347160,1,30,Bachelor Degree,Male,0,Light,10.69,20,LAOC,Urban,10500,Yes
30347175,1,49,Bachelor Degree,Male,0,Light,18.42,50,LAOC,Urban,9500,No
30348857,1,61,High School Graduate,Female,0,Light,1.58,5,LAOC,Urban,2500,No
30348885,1,44,Graduate or Professional Degree,Male,2,Vigorous,2.94,10,LAOC,Urban,7000,Yes
30349664,1,55,High School Graduate,Male,0,Light,5.1,15,LAOC,Urban,25000,No
30349664,4,20,High School Graduate,Male,0,Light,6.57,15,LAOC,Urban,10000,No
30349961,1,51,High School Graduate,Male,0,Light,7.13,20,IE,Urban,4656,No
30350257,1,52,Bachelor Degree,Female,0,Light,1.56,10,LAOC,Urban,4000,No
30351431,3,25,Some College,Male,1,None,2.65,25,LAOC,Small Town/Rural,32000,No
30351557,1,76,Graduate or Professional Degree,Female,0,Light,4.65,20,LAOC,Urban,3000,No
30353386,1,37,Graduate or Professional Degree,Female,2,Light,10.96,30,LAOC,Urban,20000,No
30355587,2,61,Some College,Male,0,Light,2.22,10,LAOC,Urban,11000,No
30355587,3,29,Bachelor Degree,Female,5,Light,2.22,10,LAOC,Urban,10000,No
30356467,1,55,Graduate or Professional Degree,Male,0,Vigorous,3.02,15,LAOC,Urban,15000,No
30359009,1,37,Bachelor Degree,Female,15,Vigorous,22.53,60,LAOC,Urban,8500,No
30359251,1,52,Bachelor Degree,Male,1,Vigorous,18.48,35,LAOC,Urban,12000,No
30359887,1,40,Some College,Male,15,Vigorous,81.73,75,LAOC,Urban,45000,No
30360626,1,55,High School Graduate,Male,5,Vigorous,4.99,20,LAOC,Urban,4400,No
30360626,3,23,Some College,Female,5,Light,1.21,10,LAOC,Urban,5000,Yes
30360626,4,26,Some College,Female,5,Light,10.46,30,LAOC,Urban,3000,Yes
30360626,5,26,Graduate or Professional Degree,Male,1,Light,14.52,40,LAOC,Urban,3000,No
30362598,1,69,High School Graduate,Male,3,Light,4.57,10,LAOC,Urban,9000,No
30362951,2,35,High School Graduate,Female,2,Light,31.58,65,IE,Suburban,10000,No
30364196,1,32,Bachelor Degree,Female,5,Light,1.55,5,LAOC,Urban,5700,No
30366106,1,55,Some College,Male,0,Vigorous,6.02,15,IE,Urban,2000,No
30368604,2,61,Bachelor Degree,Female,2,Vigorous,1.6,10,LAOC,Suburban,4500,No
30368855,2,52,Less than High School,Female,0,Light,3.72,15,IE,Urban,20000,No
30372235,1,38,Some College,Male,0,Light,58.21,65,IE,Urban,26000,No
30372472,1,47,Graduate or Professional Degree,Female,10,Light,23.04,40,LAOC,Urban,14000,Yes
30372472,2,52,Graduate or Professional Degree,Male,10,Light,2.39,10,LAOC,Urban,10000,Yes
30372794,2,40,Graduate or Professional Degree,Female,3,None,39.37,55,LAOC,Urban,18000,No
30374859,1,50,Bachelor Degree,Female,4,Light,7.68,20,IE,Small Town/Rural,19000,No
30376057,1,55,Some College,Male,0,Light,60.21,75,IE,Urban,30000,No
30376057,2,50,High School Graduate,Female,2,Light,10.31,15,IE,Urban,10000,No
30376491,2,63,Bachelor Degree,Male,1,Light,12.33,30,LAOC,Urban,12000,No
30378145,1,63,Bachelor Degree,Male,1,Light,9.41,30,LAOC,Urban,10000,Yes
30379434,1,33,Graduate or Professional Degree,Female,2,Vigorous,29.37,60,LAOC,Urban,17000,No
30379763,1,38,Graduate or Professional Degree,Male,10,Light,1.92,5,LAOC,Suburban,15600,Yes
30380108,1,34,Graduate or Professional Degree,Male,1,Vigorous,13.05,30,LAOC,Urban,13000,No
30380987,1,44,Bachelor Degree,Male,5,Light,5.99,15,LAOC,Suburban,14150,No
30381982,2,54,High School Graduate,Male,3,Light,11.42,20,LAOC,Urban,3600,No
30382570,1,67,Graduate or Professional Degree,Female,3,Light,1.22,15,LAOC,Urban,5000,No
30387118,1,40,Graduate or Professional Degree,Female,5,Vigorous,0.41,5,LAOC,Suburban,8000,No
30387503,1,57,Some College,Male,2,Light,22.7,45,IE,Suburban,121000,No
30387581,1,36,High School Graduate,Female,4,Vigorous,5.3,50,LAOC,Suburban,11000,No
30388448,1,54,Bachelor Degree,Male,2,Light,9.37,20,LAOC,Urban,12000,No
30392781,2,56,Some College,Male,0,Vigorous,1.21,15,LAOC,Urban,7000,No
30393847,1,46,Bachelor Degree,Male,10,Vigorous,26.78,90,LAOC,Urban,20000,No
30393847,2,32,Bachelor Degree,Male,2,Light,23.8,90,LAOC,Urban,14000,No
30393847,3,38,Bachelor Degree,Male,5,None,26.78,60,LAOC,Urban,14000,No
30394765,2,40,Some College,Male,1,Vigorous,32.58,45,LAOC,Urban,6000,No
30394820,2,46,Graduate or Professional Degree,Female,3,Light,2.49,25,LAOC,Suburban,5000,Yes
30394820,3,40,Bachelor Degree,Female,5,Light,5.76,30,LAOC,Suburban,3000,No
30394991,1,52,Some College,Male,0,Light,9.17,15,IE,Small Town/Rural,14000,No
30394991,2,33,High School Graduate,Female,2,Light,9.17,30,IE,Small Town/Rural,10000,No
30395356,1,41,Graduate or Professional Degree,Female,3,Vigorous,7.25,30,LAOC,Urban,10000,No
30395673,1,62,Graduate or Professional Degree,Male,5,Light,8.93,40,LAOC,Urban,10000,No
30396354,1,35,Less than High School,Male,0,Light,11.52,35,LAOC,Urban,5000,No
30399378,1,43,Graduate or Professional Degree,Female,0,Vigorous,2.47,25,LAOC,Urban,12000,No
30399501,1,46,Graduate or Professional Degree,Male,1,Light,33.56,50,LAOC,Urban,15000,No
30399517,1,44,Bachelor Degree,Male,2,Light,9.62,45,LAOC,Urban,2300,No
30399517,2,44,Bachelor Degree,Female,5,Light,3.87,20,LAOC,Urban,5000,No
30399839,1,42,Graduate or Professional Degree,Male,0,Light,39.17,35,LAOC,Urban,27000,No
30399839,2,47,Some College,Female,0,None,16.66,50,LAOC,Urban,10000,No
30400336,1,62,Bachelor Degree,Male,5,Light,6.9,40,LAOC,Urban,4000,No
30400534,1,35,Graduate or Professional Degree,Female,15,Vigorous,13.07,45,LAOC,Urban,13000,No
30401555,1,70,Graduate or Professional Degree,Male,5,Vigorous,5.25,10,LAOC,Urban,9500,No
30402343,1,38,Bachelor Degree,Male,5,Light,36.98,35,LAOC,Urban,21000,No
30402828,1,44,Bachelor Degree,Male,10,Light,10.1,30,LAOC,Urban,13000,No
30403393,1,37,Graduate or Professional Degree,Male,1,Vigorous,22.11,60,LAOC,Urban,15000,Yes
30403957,1,46,Bachelor Degree,Female,10,Light,7.62,15,LAOC,Urban,4500,No
30405366,1,59,High School Graduate,Male,1,Vigorous,29.77,55,LAOC,Suburban,8000,No
30405437,1,46,Graduate or Professional Degree,Male,3,Vigorous,41.41,50,LAOC,Suburban,17000,Yes
30405437,2,50,Graduate or Professional Degree,Female,0,Light,10.6,15,LAOC,Suburban,10000,No
30405623,1,29,Graduate or Professional Degree,Female,10,Light,4.97,25,LAOC,Urban,12000,No
30405623,2,33,Graduate or Professional Degree,Male,0,Light,6.65,30,LAOC,Urban,12000,No
30406367,2,48,Graduate or Professional Degree,Male,1,Vigorous,5.47,15,LAOC,Urban,12000,No
30406496,1,53,Bachelor Degree,Female,0,None,20.34,50,IE,Suburban,20000,No
30407295,4,41,Less than High School,Male,0,Light,1.89,10,LAOC,Urban,130000,No
30407779,4,34,Some College,Female,10,None,55.62,120,IE,Suburban,10000,No
30408299,1,27,Bachelor Degree,Male,0,Vigorous,41.09,105,IE,Urban,40000,No
30409610,1,43,Graduate or Professional Degree,Female,5,Light,12.11,30,LAOC,Urban,9000,No
30409610,2,42,Bachelor Degree,Male,5,Vigorous,15.39,45,LAOC,Urban,10000,No
30410953,1,57,Some College,Female,20,Light,6.59,15,LAOC,Urban,10000,No
30410953,2,24,Some College,Male,5,Vigorous,3.57,10,LAOC,Urban,10000,No
30410953,3,26,Bachelor Degree,Female,0,Vigorous,8.81,15,LAOC,Urban,10000,No
30410996,1,52,Some College,Male,0,Light,2.38,20,LAOC,Urban,10000,No
30411198,1,43,Bachelor Degree,Male,10,Light,2.32,10,IE,Suburban,7000,No
30414293,2,51,High School Graduate,Female,4,Light,11.4,30,LAOC,Urban,9000,No
30416118,1,70,Graduate or Professional Degree,Female,2,Light,27.34,50,LAOC,Suburban,12000,Yes
30418422,1,37,Bachelor Degree,Male,2,Light,7.63,25,LAOC,Urban,12000,No
30418422,2,35,Graduate or Professional Degree,Female,5,Light,30.66,85,LAOC,Urban,14000,No
30423594,1,83,Graduate or Professional Degree,Male,4,Light,12.99,40,LAOC,Suburban,10000,No
30424897,2,48,Some College,Male,4,Vigorous,16.31,20,LAOC,Urban,68000,No
30426084,1,31,Bachelor Degree,Male,1,Vigorous,16.23,35,IE,Urban,10000,No
30428730,1,34,Bachelor Degree,Female,0,Light,4.7,30,LAOC,Urban,10000,No
30429385,1,56,Bachelor Degree,Female,1,Light,16.99,30,LAOC,Urban,50000,No
30429542,2,27,Some College,Male,0,Vigorous,4.96,15,IE,Urban,12500,No
30430316,2,41,Bachelor Degree,Male,2,Vigorous,5.15,15,LAOC,Urban,18000,No
30432308,1,62,Graduate or Professional Degree,Male,10,Light,5.51,20,LAOC,Urban,20000,No
30432308,2,61,Bachelor Degree,Male,10,Light,5.51,45,LAOC,Urban,15000,No
30434115,2,52,Graduate or Professional Degree,Male,3,Vigorous,11.99,30,LAOC,Urban,10000,Yes
30434884,1,49,Graduate or Professional Degree,Female,5,Light,5.86,15,LAOC,Suburban,8000,No
30435154,1,55,Bachelor Degree,Male,5,Light,3.65,10,LAOC,Urban,10000,No
30435154,3,18,Some College,Male,1,None,7.17,15,LAOC,Urban,10000,No
30435188,1,58,Some College,Female,2,Light,20.97,45,LAOC,Suburban,40000,No
30435345,2,29,Graduate or Professional Degree,Female,5,Vigorous,10.19,40,LAOC,Urban,4500,No
30436298,1,46,Bachelor Degree,Male,5,Vigorous,2.24,10,LAOC,Urban,12000,No
30436416,1,25,Bachelor Degree,Male,2,Vigorous,8.4,30,LAOC,Urban,25000,No
30436416,2,27,Bachelor Degree,Male,5,Vigorous,3.16,20,LAOC,Urban,15000,No
30436653,1,45,Graduate or Professional Degree,Female,1,Light,11.96,30,LAOC,Urban,12000,No
30436774,1,53,Graduate or Professional Degree,Male,0,Vigorous,5.97,20,LAOC,Urban,6000,Yes
